CASTOM track file / LorettOrbital 0.0.4
StationName: r8s
Station Position: 36.16776° 54.52678° 0.16km
Satellite: METOP-C
Start date & time: 2022-04-10   07:46:20 UTC
Orbit: 17762
Time (UTC)   Azimuth (deg)   Elevation (deg)
07:50:44   17.43   24.03
07:50:45   17.44   24.18
07:50:46   17.45   24.33
07:50:47   17.46   24.49
07:50:48   17.47   24.65
07:50:49   17.48   24.80
07:50:50   17.49   24.96
07:50:51   17.50   25.12
07:50:52   17.51   25.28
07:50:53   17.52   25.44
07:50:54   17.53   25.61
07:50:55   17.54   25.77
07:50:56   17.56   25.93
07:50:57   17.57   26.10
07:50:58   17.58   26.27
07:50:59   17.59   26.43
07:51:00   17.60   26.60
07:51:01   17.61   26.77
07:51:02   17.62   26.94
07:51:03   17.63   27.11
07:51:04   17.65   27.29
07:51:05   17.66   27.46
07:51:06   17.67   27.64
07:51:07   17.68   27.81
07:51:08   17.69   27.99
07:51:09   17.70   28.17
07:51:10   17.72   28.35
07:51:11   17.73   28.53
07:51:12   17.74   28.71
07:51:13   17.75   28.90
07:51:14   17.76   29.08
07:51:15   17.78   29.27
07:51:16   17.79   29.45
07:51:17   17.80   29.64
07:51:18   17.81   29.83
07:51:19   17.83   30.02
07:51:20   17.84   30.21
07:51:21   17.85   30.41
07:51:22   17.87   30.60
07:51:23   17.88   30.80
07:51:24   17.89   31.00
07:51:25   17.91   31.19
07:51:26   17.92   31.39
07:51:27   17.93   31.60
07:51:28   17.95   31.80
07:51:29   17.96   32.00
07:51:30   17.98   32.21
07:51:31   17.99   32.42
07:51:32   18.01   32.62
07:51:33   18.02   32.83
07:51:34   18.03   33.05
07:51:35   18.05   33.26
07:51:36   18.06   33.47
07:51:37   18.08   33.69
07:51:38   18.09   33.91
07:51:39   18.11   34.13
07:51:40   18.13   34.35
07:51:41   18.14   34.57
07:51:42   18.16   34.79
07:51:43   18.17   35.02
07:51:44   18.19   35.25
07:51:45   18.21   35.48
07:51:46   18.22   35.71
07:51:47   18.24   35.94
07:51:48   18.26   36.17
07:51:49   18.27   36.41
07:51:50   18.29   36.65
07:51:51   18.31   36.89
07:51:52   18.33   37.13
07:51:53   18.35   37.37
07:51:54   18.36   37.61
07:51:55   18.38   37.86
07:51:56   18.40   38.11
07:51:57   18.42   38.36
07:51:58   18.44   38.61
07:51:59   18.46   38.86
07:52:00   18.48   39.12
07:52:01   18.50   39.38
07:52:02   18.52   39.64
07:52:03   18.54   39.90
07:52:04   18.56   40.16
07:52:05   18.58   40.43
07:52:06   18.60   40.70
07:52:07   18.62   40.97
07:52:08   18.64   41.24
07:52:09   18.67   41.51
07:52:10   18.69   41.79
07:52:11   18.71   42.06
07:52:12   18.73   42.34
07:52:13   18.76   42.63
07:52:14   18.78   42.91
07:52:15   18.81   43.20
07:52:16   18.83   43.49
07:52:17   18.86   43.78
07:52:18   18.88   44.07
07:52:19   18.91   44.36
07:52:20   18.93   44.66
07:52:21   18.96   44.96
07:52:22   18.99   45.26
07:52:23   19.01   45.57
07:52:24   19.04   45.88
07:52:25   19.07   46.18
07:52:26   19.10   46.50
07:52:27   19.13   46.81
07:52:28   19.16   47.13
07:52:29   19.19   47.44
07:52:30   19.22   47.77
07:52:31   19.25   48.09
07:52:32   19.28   48.42
07:52:33   19.32   48.74
07:52:34   19.35   49.07
07:52:35   19.38   49.41
07:52:36   19.42   49.74
07:52:37   19.45   50.08
07:52:38   19.49   50.42
07:52:39   19.53   50.77
07:52:40   19.57   51.11
07:52:41   19.60   51.46
07:52:42   19.64   51.81
07:52:43   19.68   52.17
07:52:44   19.73   52.52
07:52:45   19.77   52.88
07:52:46   19.81   53.24
07:52:47   19.85   53.61
07:52:48   19.90   53.97
07:52:49   19.95   54.34
07:52:50   19.99   54.72
07:52:51   20.04   55.09
07:52:52   20.09   55.47
07:52:53   20.14   55.85
07:52:54   20.19   56.23
07:52:55   20.25   56.62
07:52:56   20.30   57.01
07:52:57   20.36   57.40
07:52:58   20.42   57.79
07:52:59   20.48   58.19
07:53:00   20.54   58.59
07:53:01   20.60   58.99
07:53:02   20.66   59.39
07:53:03   20.73   59.80
07:53:04   20.80   60.21
07:53:05   20.87   60.62
07:53:06   20.94   61.04
07:53:07   21.02   61.45
07:53:08   21.10   61.87
07:53:09   21.18   62.30
07:53:10   21.26   62.72
07:53:11   21.35   63.15
07:53:12   21.44   63.58
07:53:13   21.53   64.01
07:53:14   21.63   64.45
07:53:15   21.73   64.89
07:53:16   21.83   65.33
07:53:17   21.94   65.77
07:53:18   22.05   66.22
07:53:19   22.16   66.66
07:53:20   22.29   67.11
07:53:21   22.41   67.57
07:53:22   22.54   68.02
07:53:23   22.68   68.48
07:53:24   22.83   68.94
07:53:25   22.98   69.40
07:53:26   23.13   69.87
07:53:27   23.30   70.33
07:53:28   23.47   70.80
07:53:29   23.66   71.27
07:53:30   23.85   71.74
07:53:31   24.06   72.22
07:53:32   24.27   72.69
07:53:33   24.50   73.17
07:53:34   24.74   73.65
07:53:35   25.00   74.13
07:53:36   25.28   74.62
07:53:37   25.57   75.10
07:53:38   25.88   75.59
07:53:39   26.22   76.07
07:53:40   26.58   76.56
07:53:41   26.96   77.05
07:53:42   27.38   77.54
07:53:43   27.84   78.03
07:53:44   28.33   78.52
07:53:45   28.87   79.02
07:53:46   29.46   79.51
07:53:47   30.11   80.00
07:53:48   30.83   80.50
07:53:49   31.63   80.99
07:53:50   32.52   81.48
07:53:51   33.52   81.97
07:53:52   34.65   82.46
07:53:53   35.94   82.95
07:53:54   37.42   83.43
07:53:55   39.13   83.91
07:53:56   41.14   84.38
07:53:57   43.52   84.85
07:53:58   46.37   85.31
07:53:59   49.82   85.75
07:54:00   54.05   86.17
07:54:01   59.31   86.57
07:54:02   65.87   86.93
07:54:03   74.06   87.25
07:54:04   84.08   87.49
07:54:05   95.81   87.64
07:54:06   108.54   87.68
07:54:07   121.11   87.61
07:54:08   132.44   87.43
07:54:09   141.99   87.17
07:54:10   149.74   86.84
07:54:11   155.95   86.47
07:54:12   160.92   86.07
07:54:13   164.93   85.64
07:54:14   168.21   85.19
07:54:15   170.93   84.73
07:54:16   173.20   84.26
07:54:17   175.13   83.79
07:54:18   176.78   83.31
07:54:19   178.21   82.82
07:54:20   179.46   82.33
07:54:21   180.55   81.84
07:54:22   181.52   81.35
07:54:23   182.39   80.86
07:54:24   183.16   80.37
07:54:25   183.86   79.87
07:54:26   184.50   79.38
07:54:27   185.07   78.88
07:54:28   185.60   78.39
07:54:29   186.08   77.90
07:54:30   186.53   77.41
07:54:31   186.94   76.91
07:54:32   187.32   76.42
07:54:33   187.67   75.94
07:54:34   188.00   75.45
07:54:35   188.31   74.96
07:54:36   188.60   74.48
07:54:37   188.87   73.99
07:54:38   189.12   73.51
07:54:39   189.36   73.03
07:54:40   189.59   72.55
07:54:41   189.80   72.08
07:54:42   190.00   71.60
07:54:43   190.19   71.13
07:54:44   190.37   70.66
07:54:45   190.55   70.19
07:54:46   190.71   69.72
07:54:47   190.87   69.26
07:54:48   191.01   68.79
07:54:49   191.16   68.33
07:54:50   191.29   67.88
07:54:51   191.42   67.42
07:54:52   191.55   66.97
07:54:53   191.67   66.51
07:54:54   191.78   66.07
07:54:55   191.89   65.62
07:54:56   192.00   65.18
07:54:57   192.10   64.73
07:54:58   192.20   64.30
07:54:59   192.29   63.86
07:55:00   192.39   63.43
07:55:01   192.47   62.99
07:55:02   192.56   62.57
07:55:03   192.64   62.14
07:55:04   192.72   61.72
07:55:05   192.80   61.29
07:55:06   192.87   60.88
07:55:07   192.95   60.46
07:55:08   193.02   60.05
07:55:09   193.08   59.64
07:55:10   193.15   59.23
07:55:11   193.21   58.82
07:55:12   193.28   58.42
07:55:13   193.34   58.02
07:55:14   193.40   57.63
07:55:15   193.45   57.23
07:55:16   193.51   56.84
07:55:17   193.56   56.45
07:55:18   193.62   56.06
07:55:19   193.67   55.68
07:55:20   193.72   55.30
07:55:21   193.77   54.92
07:55:22   193.82   54.55
07:55:23   193.86   54.17
07:55:24   193.91   53.80
07:55:25   193.95   53.43
07:55:26   194.00   53.07
07:55:27   194.04   52.71
07:55:28   194.08   52.35
07:55:29   194.12   51.99
07:55:30   194.16   51.64
07:55:31   194.20   51.28
07:55:32   194.24   50.93
07:55:33   194.27   50.59
07:55:34   194.31   50.24
07:55:35   194.35   49.90
07:55:36   194.38   49.56
07:55:37   194.42   49.23
07:55:38   194.45   48.89
07:55:39   194.48   48.56
07:55:40   194.51   48.23
07:55:41   194.55   47.91
07:55:42   194.58   47.58
07:55:43   194.61   47.26
07:55:44   194.64   46.94
07:55:45   194.67   46.62
07:55:46   194.70   46.31
07:55:47   194.73   46.00
07:55:48   194.75   45.69
07:55:49   194.78   45.38
07:55:50   194.81   45.07
07:55:51   194.83   44.77
07:55:52   194.86   44.47
07:55:53   194.89   44.17
07:55:54   194.91   43.88
07:55:55   194.94   43.58
07:55:56   194.96   43.29
07:55:57   194.98   43.00
07:55:58   195.01   42.72
07:55:59   195.03   42.43
07:56:00   195.06   42.15
07:56:01   195.08   41.87
07:56:02   195.10   41.59
07:56:03   195.12   41.31
07:56:04   195.14   41.04
07:56:05   195.17   40.77
07:56:06   195.19   40.50
07:56:07   195.21   40.23
07:56:08   195.23   39.96
07:56:09   195.25   39.70
07:56:10   195.27   39.44
07:56:11   195.29   39.18
07:56:12   195.31   38.92
07:56:13   195.33   38.66
07:56:14   195.35   38.41
07:56:15   195.36   38.15
07:56:16   195.38   37.90
07:56:17   195.40   37.65
07:56:18   195.42   37.41
07:56:19   195.44   37.16
07:56:20   195.45   36.92
07:56:21   195.47   36.68
07:56:22   195.49   36.44
07:56:23   195.50   36.20
07:56:24   195.52   35.96
07:56:25   195.54   35.73
07:56:26   195.55   35.50
07:56:27   195.57   35.27
07:56:28   195.59   35.04
07:56:29   195.60   34.81
07:56:30   195.62   34.58
07:56:31   195.63   34.36
07:56:32   195.65   34.13
07:56:33   195.66   33.91
07:56:34   195.68   33.69
07:56:35   195.69   33.48
07:56:36   195.71   33.26
07:56:37   195.72   33.04
07:56:38   195.74   32.83
07:56:39   195.75   32.62
07:56:40   195.77   32.41
07:56:41   195.78   32.20
07:56:42   195.79   31.99
07:56:43   195.81   31.79
07:56:44   195.82   31.58
07:56:45   195.83   31.38
07:56:46   195.85   31.18
07:56:47   195.86   30.97
07:56:48   195.87   30.78
07:56:49   195.89   30.58
07:56:50   195.90   30.38
07:56:51   195.91   30.19
07:56:52   195.92   29.99
07:56:53   195.94   29.80
07:56:54   195.95   29.61
07:56:55   195.96   29.42
07:56:56   195.97   29.23
07:56:57   195.98   29.04
07:56:58   196.00   28.86
07:56:59   196.01   28.67
07:57:00   196.02   28.49
07:57:01   196.03   28.31
07:57:02   196.04   28.12
07:57:03   196.05   27.94
07:57:04   196.07   27.77
07:57:05   196.08   27.59
07:57:06   196.09   27.41
07:57:07   196.10   27.24
07:57:08   196.11   27.06
07:57:09   196.12   26.89
07:57:10   196.13   26.72
07:57:11   196.14   26.54
07:57:12   196.15   26.37
07:57:13   196.16   26.21
07:57:14   196.17   26.04
07:57:15   196.18   25.87
07:57:16   196.19   25.70
07:57:17   196.20   25.54
07:57:18   196.21   25.38
07:57:19   196.22   25.21
07:57:20   196.23   25.05
07:57:21   196.24   24.89
07:57:22   196.25   24.73
07:57:23   196.26   24.57
07:57:24   196.27   24.41
07:57:25   196.28   24.26
07:57:26   196.29   24.10
07:57:27   196.30   23.95
07:57:28   196.31   23.79
07:57:29   196.32   23.64
07:57:30   196.33   23.49
07:57:31   196.34   23.34
07:57:32   196.35   23.19
07:57:33   196.36   23.04
07:57:34   196.37   22.89
07:57:35   196.38   22.74
07:57:36   196.38   22.59
07:57:37   196.39   22.45
07:57:38   196.40   22.30
07:57:39   196.41   22.16
07:57:40   196.42   22.01
07:57:41   196.43   21.87
07:57:42   196.44   21.73
07:57:43   196.45   21.59
07:57:44   196.45   21.45
07:57:45   196.46   21.31
07:57:46   196.47   21.17
07:57:47   196.48   21.03
07:57:48   196.49   20.89
07:57:49   196.50   20.75
07:57:50   196.50   20.62
07:57:51   196.51   20.48
07:57:52   196.52   20.35
07:57:53   196.53   20.21
07:57:54   196.54   20.08
07:57:55   196.54   19.95
07:57:56   196.55   19.82
07:57:57   196.56   19.69
07:57:58   196.57   19.56
07:57:59   196.58   19.43
07:58:00   196.58   19.30
07:58:01   196.59   19.17
07:58:02   196.60   19.04
07:58:03   196.61   18.92
07:58:04   196.61   18.79
07:58:05   196.62   18.66
07:58:06   196.63   18.54
07:58:07   196.64   18.41
07:58:08   196.64   18.29
07:58:09   196.65   18.17
07:58:10   196.66   18.04
07:58:11   196.67   17.92
07:58:12   196.67   17.80
07:58:13   196.68   17.68
07:58:14   196.69   17.56
07:58:15   196.70   17.44
07:58:16   196.70   17.32
07:58:17   196.71   17.20
07:58:18   196.72   17.09
07:58:19   196.72   16.97
07:58:20   196.73   16.85
07:58:21   196.74   16.74
07:58:22   196.75   16.62
07:58:23   196.75   16.51
07:58:24   196.76   16.39
07:58:25   196.77   16.28
07:58:26   196.77   16.16
07:58:27   196.78   16.05
07:58:28   196.79   15.94
07:58:29   196.79   15.83
07:58:30   196.80   15.72
07:58:31   196.81   15.61
07:58:32   196.81   15.50
07:58:33   196.82   15.39
07:58:34   196.83   15.28
07:58:35   196.83   15.17
07:58:36   196.84   15.06
07:58:37   196.85   14.95
07:58:38   196.85   14.84
07:58:39   196.86   14.74
07:58:40   196.87   14.63
07:58:41   196.87   14.52
07:58:42   196.88   14.42
07:58:43   196.89   14.31
07:58:44   196.89   14.21
07:58:45   196.90   14.11
07:58:46   196.90   14.00
07:58:47   196.91   13.90
07:58:48   196.92   13.80
07:58:49   196.92   13.69
07:58:50   196.93   13.59
07:58:51   196.94   13.49
07:58:52   196.94   13.39
07:58:53   196.95   13.29
07:58:54   196.95   13.19
07:58:55   196.96   13.09
07:58:56   196.97   12.99
07:58:57   196.97   12.89
07:58:58   196.98   12.79
07:58:59   196.98   12.69
07:59:00   196.99   12.60
07:59:01   197.00   12.50
07:59:02   197.00   12.40
07:59:03   197.01   12.30
07:59:04   197.01   12.21
07:59:05   197.02   12.11
07:59:06   197.03   12.02
07:59:07   197.03   11.92
07:59:08   197.04   11.83
07:59:09   197.04   11.73
07:59:10   197.05   11.64
07:59:11   197.05   11.55
07:59:12   197.06   11.45
07:59:13   197.07   11.36
07:59:14   197.07   11.27
07:59:15   197.08   11.17
07:59:16   197.08   11.08
07:59:17   197.09   10.99
07:59:18   197.09   10.90
07:59:19   197.10   10.81
07:59:20   197.10   10.72
07:59:21   197.11   10.63
07:59:22   197.12   10.54
07:59:23   197.12   10.45
07:59:24   197.13   10.36
07:59:25   197.13   10.27
07:59:26   197.14   10.18
07:59:27   197.14   10.09
07:59:28   197.15   10.01
07:59:29   197.15   9.92
07:59:30   197.16   9.83
07:59:31   197.16   9.75
07:59:32   197.17   9.66
07:59:33   197.18   9.57
07:59:34   197.18   9.49
07:59:35   197.19   9.40
07:59:36   197.19   9.31
07:59:37   197.20   9.23
07:59:38   197.20   9.14
07:59:39   197.21   9.06
07:59:40   197.21   8.98
07:59:41   197.22   8.89
07:59:42   197.22   8.81
07:59:43   197.23   8.72
07:59:44   197.23   8.64
07:59:45   197.24   8.56
07:59:46   197.24   8.48
07:59:47   197.25   8.39
07:59:48   197.25   8.31
07:59:49   197.26   8.23
07:59:50   197.26   8.15
07:59:51   197.27   8.07
07:59:52   197.27   7.99
07:59:53   197.28   7.91
07:59:54   197.28   7.82
07:59:55   197.29   7.74
07:59:56   197.29   7.66
07:59:57   197.30   7.59
07:59:58   197.30   7.51
07:59:59   197.31   7.43
08:00:00   197.31   7.35
08:00:01   197.32   7.27
08:00:02   197.32   7.19
08:00:03   197.33   7.11
08:00:04   197.33   7.03
08:00:05   197.34   6.96
08:00:06   197.34   6.88
08:00:07   197.35   6.80
08:00:08   197.35   6.72
08:00:09   197.36   6.65
08:00:10   197.36   6.57
08:00:11   197.37   6.49
08:00:12   197.37   6.42
08:00:13   197.38   6.34
08:00:14   197.38   6.27
08:00:15   197.39   6.19
08:00:16   197.39   6.12
08:00:17   197.40   6.04
08:00:18   197.40   5.97
08:00:19   197.41   5.89
08:00:20   197.41   5.82
08:00:21   197.42   5.74
08:00:22   197.42   5.67
08:00:23   197.42   5.60
08:00:24   197.43   5.52
08:00:25   197.43   5.45
08:00:26   197.44   5.38
08:00:27   197.44   5.30
08:00:28   197.45   5.23
08:00:29   197.45   5.16
08:00:30   197.46   5.09
08:00:31   197.46   5.01
08:00:32   197.47   4.94
08:00:33   197.47   4.87
08:00:34   197.48   4.80
08:00:35   197.48   4.73
08:00:36   197.48   4.66
08:00:37   197.49   4.58
08:00:38   197.49   4.51
08:00:39   197.50   4.44
08:00:40   197.50   4.37
08:00:41   197.51   4.30
08:00:42   197.51   4.23
08:00:43   197.52   4.16
08:00:44   197.52   4.09
08:00:45   197.52   4.02
08:00:46   197.53   3.95
08:00:47   197.53   3.88
08:00:48   197.54   3.82
08:00:49   197.54   3.75
08:00:50   197.55   3.68
08:00:51   197.55   3.61
08:00:52   197.56   3.54
08:00:53   197.56   3.47
08:00:54   197.56   3.41
08:00:55   197.57   3.34
08:00:56   197.57   3.27
08:00:57   197.58   3.20
08:00:58   197.58   3.14
08:00:59   197.59   3.07
08:01:00   197.59   3.00
08:01:01   197.59   2.94
08:01:02   197.60   2.87
08:01:03   197.60   2.80
08:01:04   197.61   2.74
08:01:05   197.61   2.67
08:01:06   197.62   2.60
08:01:07   197.62   2.54
08:01:08   197.62   2.47
08:01:09   197.63   2.41
08:01:10   197.63   2.34
08:01:11   197.64   2.28
08:01:12   197.64   2.21
08:01:13   197.65   2.15
08:01:14   197.65   2.08
08:01:15   197.65   2.02
08:01:16   197.66   1.95
08:01:17   197.66   1.89
08:01:18   197.67   1.82
08:01:19   197.67   1.76
08:01:20   197.67   1.70
08:01:21   197.68   1.63
08:01:22   197.68   1.57
08:01:23   197.69   1.51
08:01:24   197.69   1.44
08:01:25   197.69   1.38
08:01:26   197.70   1.32
08:01:27   197.70   1.25
08:01:28   197.71   1.19
08:01:29   197.71   1.13
08:01:30   197.72   1.07
08:01:31   197.72   1.00
08:01:32   197.72   0.94
08:01:33   197.73   0.88
08:01:34   197.73   0.82
08:01:35   197.74   0.75
08:01:36   197.74   0.69
08:01:37   197.74   0.63
08:01:38   197.75   0.57
08:01:39   197.75   0.51
08:01:40   197.76   0.45
08:01:41   197.76   0.39
08:01:42   197.76   0.33
08:01:43   197.77   0.27
08:01:44   197.77   0.20
08:01:45   197.78   0.14
08:01:46   197.78   0.08
